stream_id,timestamp,author_channel_id,display_name,message_text,message_sentiment,message_summary,message_type,super_chat_amount,video_offset_sec,duration_sec,relative_time,rel_time_pct,rel_bin_20,rel_bin_label
oxUSw1N9i3k,2026-05-04T15:35:46.184Z,UCg-vmulRIZQ24zulwdKN8UQ,@ilovenarwhales,vladi can u stop making random noises,neutral,vladi can u,textMessageEvent,,6599.019,24477.876,0.26959116060560157,26.959116060560156,5,25-30%
oxUSw1N9i3k,2026-05-04T15:35:51.781Z,UC1nirz5ukPoB-tWZrmJNe_Q,@spongebobby5734,carzzy without cait LMAO,positive/humor,laughing reaction,textMessageEvent,,6604.475,24477.876,0.2698140557620277,26.98140557620277,5,25-30%
oxUSw1N9i3k,2026-05-04T15:35:52.809Z,UCl5ETubmrC1N5NDCptg6YVQ,@VaMage,Vitality are unbeatable. Unless you are FNC. Two unstoppable legendary teams,neutral,vitality are unbeatable,textMessageEvent,,6605.502,24477.876,0.26985601201672893,26.985601201672893,5,25-30%
oxUSw1N9i3k,2026-05-04T15:35:55.301Z,UCrhDXfhjiPjHYVLr-PqvfDg,@Itu.a,And how the hell is rumble alive here,neutral,and how the,textMessageEvent,,6608.127,24477.876,0.26996325171350655,26.996325171350655,5,25-30%
oxUSw1N9i3k,2026-05-04T15:35:57.532Z,UCYyjKkYKZ79b7FKXJiQViHQ,@VangoghAli,bad pos .... fnc got it,negative,criticism,textMessageEvent,,6610.295,24477.876,0.2700518214897404,27.00518214897404,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:00.582Z,UCat6_y9MuDhHwHKtL25ffOg,@alialagha1373,MId lost so hard that it could affect next game,neutral,mid lost so,textMessageEvent,,6613.376,24477.876,0.2701776902538439,27.017769025384393,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:05.134Z,UC2yCkAMsze72kUnybylaMfg,@GustavoSouza0,ARAM kaisa build xDDD,neutral,aram kaisa build,textMessageEvent,,6617.784,24477.876,0.27035777123799465,27.035777123799466,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:09.674Z,UC9BRAA5ut3HCBjaYbR9avMw,@dominggosnapitupulu579,when he doing good its fine glazing him,neutral,when he doing,textMessageEvent,,6622.398,24477.876,0.27054626798501635,27.054626798501637,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:14.198Z,UC0xN1fOI8Fsl3hg37ti2C5g,@Zobokolobozo,fnc cant only beat better teams lol,positive/humor,laughing reaction,textMessageEvent,,6626.988,24477.876,0.2707337842548104,27.07337842548104,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:32.358Z,UCrhDXfhjiPjHYVLr-PqvfDg,@Itu.a,gg???,questioning,question,textMessageEvent,,6645.15,24477.876,0.27147576039685795,27.147576039685795,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:34.894Z,UCVwJ86nVeHMEXsaG-wC7RAw,@NightcorePiika,???????,questioning/confusion,question mark,textMessageEvent,,6647.562,24477.876,0.2715742983582399,27.157429835823987,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:35.734Z,UCD9Z1w_UjjX2nJvA2VkEMdw,@Bruno-ab-19,gg,positive,praise,textMessageEvent,,6648.402,24477.876,0.27160861506120876,27.160861506120877,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:38.753Z,UCVwJ86nVeHMEXsaG-wC7RAw,@NightcorePiika,?????????,questioning/confusion,question mark,textMessageEvent,,6651.582,24477.876,0.2717385282938765,27.173852829387652,5,25-30%
oxUSw1N9i3k,2026-05-04T15:36:42.622Z,UCJBV1FFXxFVXwnJ3kiTRW8w,@Desert_Thirst,humanoid,neutral,humanoid,textMessageEvent,,6655.482,24477.876,0.27189785584337467,27.189785584337468,5,25-30%
