timestamp,author_channel_id,display_name,message_text,message_type,super_chat_amount,video_offset_sec
2026-05-02T19:03:34.296Z,UCVafFZz3i7MqmkIHb12r68w,@sdfdsafsdafasd,LET LIDER COOK,textMessageEvent,,19068.373
2026-05-02T19:03:37.097Z,UCD4eRhZKkramvE1x7FAdqkA,@thaisonang1968,TP then walk of shame back,textMessageEvent,,19071.228
2026-05-02T19:03:43.272Z,UCaY5aMZKA2l7Ubeb6O0ItiQ,@spartan7919,lider double arrow?,textMessageEvent,,19077.421
2026-05-02T19:03:54.017Z,UCzwirukwfVJ-4j7yKEAXbNQ,@richardlove106,Walking Ward is crazyyyy,textMessageEvent,,19088.112
2026-05-02T19:03:54.467Z,UCJPsP97ym2XxRWh3WEvL7jA,@Ac1D_131,he's building wits end,textMessageEvent,,19088.561
2026-05-02T19:04:01.646Z,UCNsBcs4L3w5Dz2IjEl3YfIQ,@DanielDurham121,no objectives up and yet we aram anyway,textMessageEvent,,19095.717
2026-05-02T19:04:06.062Z,UCSNkQiPHeUGN35R3YhbaSNA,@anthonyvespe581,FNC > GX > NRG > TH > SENT > KOI > FLY > VIT > SR > NAVI > G2,textMessageEvent,,19100.147
2026-05-02T19:04:11.067Z,UCzwirukwfVJ-4j7yKEAXbNQ,@richardlove106,Wits End? ok.,textMessageEvent,,19105.115
2026-05-02T19:04:18.559Z,UCZ4-7JNAnY50tpQOlTao4oA,@kktt2990,ad gap,textMessageEvent,,19112.596
2026-05-02T19:04:22.616Z,UCA4dmUfltWitMuMSoZP5D0w,@tomhammer802,Lider has 4 items so idk,textMessageEvent,,19116.709
2026-05-02T19:04:30.195Z,UCA4dmUfltWitMuMSoZP5D0w,@tomhammer802,or 3 mb,textMessageEvent,,19124.214
2026-05-02T19:04:42.864Z,UCVafFZz3i7MqmkIHb12r68w,@sdfdsafsdafasd,LIDER'S WILL IS HIS GREATEST ITEM HE CANNOT BE DEFEATED,textMessageEvent,,19137.004
2026-05-02T19:04:43.893Z,UCSNkQiPHeUGN35R3YhbaSNA,@anthonyvespe581,Vladi > Humanoid > Showmaker > Chovy > Nuc > Kamillo > Jojo > Isma > Cjzek > Jackies > Lider > Caps,textMessageEvent,,19137.97
2026-05-02T19:04:43.982Z,UC-zVuZ4JdQWLVvijMMX9UYw,@duvide659,millenial confirmed riri,textMessageEvent,,19138.062
2026-05-02T19:04:54.590Z,UCzwirukwfVJ-4j7yKEAXbNQ,@richardlove106,Ran him down,textMessageEvent,,19148.693
2026-05-02T19:04:58.005Z,UCKnnTzeh7ZPthHG9KnGhhkg,@riwho7936,wtf he doing,textMessageEvent,,19152.121
2026-05-02T19:04:58.654Z,UCrhDXfhjiPjHYVLr-PqvfDg,@Itu.a,Irelia?,textMessageEvent,,19152.799
2026-05-02T19:05:03.449Z,UCvSsnqNZEUqz9yRlD1gSkeA,@SLRJCIsMyRockSLRhabsrock,Can Skeanz and Jopa have a team? ,textMessageEvent,,19157.511
2026-05-02T19:05:04.113Z,UCAR4BJZ8H-oLDNWxnfJlrEA,@blazecosko7506,Lider is free EXP,textMessageEvent,,19158.207
2026-05-02T19:05:05.392Z,UCetlW3k1Sch2xgBYiT8q3LQ,@Chaiwanese_0iq,irelliaing,textMessageEvent,,19159.528
2026-05-02T19:05:05.952Z,UCeHWE06u4l0XYK8DqiDAg0g,@Itrololollotz,this lider player not good,textMessageEvent,,19160.08
2026-05-02T19:05:07.243Z,UCULsdOaoafN2q6OB2gJWvUA,@bryansimon8529,The Hullbreaker irelia again,textMessageEvent,,19161.303
2026-05-02T19:05:09.630Z,UCcnW8ol_dJe5nV2ZB6JUGpw,@sensaiko,soloq player,textMessageEvent,,19163.685
2026-05-02T19:05:11.750Z,UC_bOzZf6bBC2t8ux30DNhXg,@박창수-v5r,?,textMessageEvent,,19165.877
2026-05-02T19:05:14.308Z,UCEzbXlkFucZpMiW_s67jPRw,@Invictus-Solaris,Zero map awareness,textMessageEvent,,19168.372
2026-05-02T19:05:15.063Z,UCZC1b1s4EvtmPqxeZC_Ovfg,@kennethanthonyroquid,lider being ganged on ,textMessageEvent,,19169.125
2026-05-02T19:05:18.550Z,UCVafFZz3i7MqmkIHb12r68w,@sdfdsafsdafasd,LOOK AT LIDER'S MAP PRESSURE THE GOAT,textMessageEvent,,19172.379
2026-05-02T19:05:18.979Z,UCe5cdUFsRmw94y3QJM9EAuQ,@loiloi7382,VIT Lider,textMessageEvent,,19172.875
2026-05-02T19:05:25.548Z,UCD4eRhZKkramvE1x7FAdqkA,@thaisonang1968,Lider sell the dragon,textMessageEvent,,19179.443
2026-05-02T19:05:27.601Z,UCiKs8B4rsAFu9aDiS0H2CRw,@DungNguyen-dk4fm,Dragon come and linder :)))),textMessageEvent,,19181.732
2026-05-02T19:05:29.134Z,UCzwirukwfVJ-4j7yKEAXbNQ,@richardlove106,Hullbreaker is already a choice,textMessageEvent,,19183.232
2026-05-02T19:05:31.055Z,UCSNkQiPHeUGN35R3YhbaSNA,@anthonyvespe581,Razer > Umti > Lyncas > Isma > Canna > Elyoya > Nako Nako > Rhilech > Oner > Yike > Skewmond,textMessageEvent,,19185.122
2026-05-02T19:05:33.276Z,UCJPsP97ym2XxRWh3WEvL7jA,@Ac1D_131,3 mountain drakes aatrox and wukong so tanky now,textMessageEvent,,19187.195
2026-05-02T19:05:38.974Z,UCVwe6AEYgUL9_8kYN1c71ug,@AmeonnaSal,brother lider what are u doing there honestly,textMessageEvent,,19193.037
2026-05-02T19:05:38.971Z,UCNsBcs4L3w5Dz2IjEl3YfIQ,@DanielDurham121,anthony where does faker go in your objective rankings,textMessageEvent,,19193.038
2026-05-02T19:05:50.194Z,UCrhDXfhjiPjHYVLr-PqvfDg,@Itu.a,"3 mountain drakes,a death sentence ig ",textMessageEvent,,19204.335
2026-05-02T19:05:51.569Z,UCznJsvZt8loqDja9w1lKOCg,@matthewchin6498,ha the ai generated chat summary is watching us call lider the goat and thinks were serious,textMessageEvent,,19205.676
2026-05-02T19:05:53.875Z,UCNQnD4gTN1rG73hxHwTiRkw,@giannisdimitriou812,LIDER IS A GOOD PLAYER BUT STUPID CHOISES,textMessageEvent,,19207.932
2026-05-02T19:05:58.559Z,UC-zVuZ4JdQWLVvijMMX9UYw,@duvide659,objective rankings lollll,textMessageEvent,,19212.498
2026-05-02T19:06:02.108Z,UCPBVhSTaXBCshmafBcdpQew,@ablebob,Aatrox is gonna be basically unkillable with soul,textMessageEvent,,19216.217
2026-05-02T19:06:08.010Z,UCetlW3k1Sch2xgBYiT8q3LQ,@Chaiwanese_0iq,AI KEKW,textMessageEvent,,19222.167
2026-05-02T19:06:10.630Z,UCSNkQiPHeUGN35R3YhbaSNA,@anthonyvespe581,Emperor > Bwipo > Nako Nako > Canna > Kingen > Doran > Mayntar > Lot > Isma > Mrwyin > BrokenBlade ,textMessageEvent,,19224.754
2026-05-02T19:06:11.043Z,UCFTd-OE_jGkLgLLLd1X7LyQ,@Hajimi275,olo,textMessageEvent,,19225.202
2026-05-02T19:06:15.157Z,UC6aNzO74HahSWMMHqo7rZ4A,@tealover7058,THOSE STUPID CHOICES MAKE HIM A BAD PLAYER,textMessageEvent,,19229.077
2026-05-02T19:06:15.600Z,UC3SAu4eklgK0vWViUITCJ-A,@herjales9533,LIDER EU MASTER CHAMPION LEC LEGEND ,textMessageEvent,,19229.496
2026-05-02T19:06:16.060Z,UCD4eRhZKkramvE1x7FAdqkA,@thaisonang1968,Investigate LIDER please,textMessageEvent,,19229.981
2026-05-02T19:06:18.335Z,UCpe6NsVo1G6zW3xreAcqB2Q,@Lappypy,lucian still no boots????,textMessageEvent,,19232.48
2026-05-02T19:06:18.985Z,UC5-3AZR8F-PO9K1mXModKRw,@TET7OE,"@AmeonnaSal he doesnt read chat rn, he has to focus on the game ",textMessageEvent,,19233.099
2026-05-02T19:06:22.424Z,UCVafFZz3i7MqmkIHb12r68w,@sdfdsafsdafasd,"LIDER IS NOT A GOOD PLAYHER, HE;S THE GREATEST PLAYER",textMessageEvent,,19236.449
2026-05-02T19:06:35.034Z,UCNsBcs4L3w5Dz2IjEl3YfIQ,@DanielDurham121,"anthony is just the weatherman guys, he's just reporting the truth",textMessageEvent,,19249.131
2026-05-02T19:06:37.182Z,UCNQnD4gTN1rG73hxHwTiRkw,@giannisdimitriou812,true bro,textMessageEvent,,19251.123
2026-05-02T19:06:39.284Z,UC3SAu4eklgK0vWViUITCJ-A,@herjales9533,LIDER CARRYING SK SO HARD ,textMessageEvent,,19253.224
2026-05-02T19:06:46.149Z,UCTM7dgqbKNkC1Xs3w_J-6rQ,@tengenzinho-t9d,????,textMessageEvent,,19260.211
2026-05-02T19:06:51.639Z,UCzwirukwfVJ-4j7yKEAXbNQ,@richardlove106,Zaheen just froze up,textMessageEvent,,19265.632
2026-05-02T19:06:52.478Z,UC0jXoW0AtRP3crDUsAtb_qw,@PanPalema,@ablebobI don't agree. Irealia and Kogmaw would melt him.,textMessageEvent,,19266.545
2026-05-02T19:06:52.782Z,UCcnW8ol_dJe5nV2ZB6JUGpw,@sensaiko,if you do stupid choices you are not a good player,textMessageEvent,,19266.851
